제목,시작일,종료일,장소,장르,출연진_원본,제작진_원본,관람연령,런타임,기획제작사,상태,포스터URL,KOPIS_ID
"갈매기 날다","2026.08.15","2026.08.18","국립극장 (달오름극장)","연극","정아미, 박형준, 최재호, 하민우, 배형빈, 이율빈, 손승우 등","황미숙, 조준희, 주영석 등","만 13세 이상","1시간 20분","퍼포먼스그룹153, 퍼포먼스그룹153","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295831_260710_152129.gif","PF295831"
"김성녀의 마당놀이: 심청이와 춘향이가 온다 [함안]","2026.08.29","2026.08.29","함안문화예술회관 (대공연장)","연극","김성녀, 김성예, 백나현, 전애현, 정준태, 송나영, 김보경 등","","만 7세 이상","1시간 50분","","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295794_260710_132739.jpg","PF295794"
"꿀잼연극 시리즈 3, 우리 가족이 변했어요 [청주]","2026.08.03","2026.08.21","정심아트홀 (정심아트홀)","연극","성진, 배진주, 이창구, 김예림, 정다운","","전체 관람가","1시간 50분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295792_260710_132216.png","PF295792"
"플레이위드 햄릿","2026.08.06","2026.08.23","산울림소극장 (산울림소극장)","연극","박동욱, 김성훈, 김영욱, 김록현, 임승범, 차예준, 최기욱 등","박선희, 신지환, 최보연 등","만 13세 이상","1시간 50분","소극장 산울림(극단 산울림), 플레이위드","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295761_260710_104830.gif","PF295761"
"꿈틀꿈틀 움직이는 애벌레 [춘천]","2026.08.22","2026.08.30","소극장 여우 (소극장 여우)","연극","정재원, 신정아, 홍은우","신영우, 박성호, 박형준 등","36개월 이상","40분","여우컴퍼니, 여우컴퍼니","공연중","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295745_260709_140216.gif","PF295745"
"[부산문화패스 패키지] 제44회 대한민국연극제 부산 10만원권 패키지","2026.07.15","2026.07.26","부산시민회관 (소극장)","연극","","","","","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295741_260709_135007.png","PF295741"
"버닝: 타오르는 삶 [수원]","2026.09.18","2026.09.20","경기아트센터(구. 경기도문화의전당) (소극장)","연극","임미정, 장정선, 육세진, 김지희, 윤성봉, 이애린, 노민혁 등","박혜선, 김정란, 김민재 등","만 13세 이상","1시간 35분","경기도극단, 경기도극단","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295733_260709_133119.gif","PF295733"
"이상한 나의 A-list","2026.07.23","2026.07.26","연극실험실 혜화동1번지 (연극실험실 혜화동1번지)","연극","곽초원, 김광호, 김준섭, 박한샘, 안시연, 안정민, 이라결 등","현철","만 14세 이상","1시간 30분","C9 THEATER","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295732_260709_132405.png","PF295732"
"봉천내 사람들: 만두 전성시대 [영월]","2026.08.22","2026.08.22","영월군문화예술회관 (영월군문화예술회관)","연극","김미진, 윤상돈, 이송이, 김수영, 정수석, 장현구, 박하늘 등","이석표, 최규창, 박승원 등","전체 관람가","1시간 40분","씨어터컴퍼니 웃끼","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295724_260709_125038.gif","PF295724"
"베니스의 상인 [대구]","2026.08.28","2026.08.29","계명아트센터 (계명아트센터)","연극","박근형, 이승주, 원진아, 이상윤, 김슬기, 김아영, 최정헌 등","오경택, 박연주, 신호 등","만 7세 이상","2시간 20분","(주)파크컴퍼니, 파워엔터테인먼트(주)","공연예정","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295708_260709_112104.gif","PF295708"
"버스정류장 [대학로]","2026.08.13","2026.08.15","브이씨어터 (브이씨어터)","연극","이보람, 박은정, 박윤정, 최지애, 김유나, 권기현, 박지호 등","예슬비","만 11세 이상","1시간 20분","아크엔터테인먼트(ARK ENTERTAINMENT)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295696_260709_105342.gif","PF295696"
"Re: cycle","2026.07.15","2026.07.19","단막극장(구.대학로단막극장) (단막극장(구.대학로단막극장))","연극","강소현, 김연주, 모효원, 박수정, 정누리","주찬규, 김연주, 염준현 등","만 8세 이상","1시간 10분","프로젝트 무체순, 프로젝트 무체순","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295692_260709_104700.gif","PF295692"
"하녀들","2026.07.23","2026.07.26","극장 동국 (극장 동국)","연극","윤슬, 박진희, 김다윗","임신형, 김온, 김가영 등","만 14세 이상","1시간 40분","팀 고전, 팀 고전","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295677_260709_100945.gif","PF295677"
"아롤을 깨물었을 때 [춘천]","2026.08.01","2026.08.01","춘천인형극장 (대극장)","연극","최유리, 김혜정, 이승택 등","","만 3세 이상","50분","프로젝트 연","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295675_260709_100632.png","PF295675"
"김사장 살리기","2026.07.15","2026.07.26","미마지아트센터 (물빛극장)","연극","김진태, 김현숙, 국호, 김대환, 양대국","송훈상, 정욱, 김영무 등","만 13세 이상","1시간 15분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295671_260709_095550.jpg","PF295671"
"준생: 영웅으로 살다 [횡성]","2026.08.07","2026.08.07","횡성문화예술회관 (대공연장)","연극","공정환, 홍경인, 정선주, 김현진, 나영아, 윤민주, 남궁민정 등","","만 7세 이상","1시간 30분","극단 화살표, 횡성문화관광재단","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295669_260708_161233.gif","PF295669"
"스프레이 [고흥]","2026.07.23","2026.07.23","고흥문화회관 (김연수실)","연극","이상희, 김정아, 김민규, 김영건, 김민정, 박현숙, 유수진 등","박정의, 전혜윤, 김효상 등","만 10세 이상","1시간 20분","극단 초인","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295652_260708_150907.gif","PF295652"
"소낙비 [춘천]","2026.08.07","2026.08.08","아트팩토리 봄 (아트팩토리 봄)","연극","","","만 18세 이상","1시간 15분","(사)문화프로덕션 도모","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295631_260708_141038.png","PF295631"
"취한 배를 탄 눈물인형 [대학로]","2026.07.17","2026.07.18","북극곰소극장 (북극곰소극장)","연극","하래연","하래연, 강효근, 김영현 등","만 10세 이상","1시간 10분","북극곰 예술여행","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295619_260708_134949.jpg","PF295619"
"성호가든 [대전]","2026.07.09","2026.07.15","소극장 고도 (소극장 고도)","연극","강지구, 최승완, 곽유평, 김선옥, 김나미, 김민성","정선호, 임수정, 이정수 등","만 15세 이상","1시간 30분","극단 라일락, 극단 라일락","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295582_260708_114337.gif","PF295582"
"김시라의 품바: Original [인천 제물포]","2026.08.07","2026.08.07","제물포구문화체육센터(구. 동구문화체육센터) (공연장)","연극","오종석, 이시찬","최민선, 최성봉, 박황빈 등","만 7세 이상","1시간 40분","(주)좋은콘서트, 굿초이스","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295575_260708_112230.gif","PF295575"
"네 번째 사람 [부산]","2026.07.21","2026.07.21","창조문화활력센터 소극장 624 (창조문화활력센터 소극장 624)","연극","아카마쓰 레오, 기토 노리코, 이시이 히데아키, 고이즈미 마사오미, 니시야마 기오아키","이보람, 이쿠타 미유키, 이지숙 등","만 13세 이상","1시간 10분","나토리 사무소(THEATRE OFFICE NATORI) [일본], 보편적 극단","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295561_260708_105602.jpg","PF295561"
"운빨로맨스 [양구]","2026.07.17","2026.07.18","양구문화복지센터 (양구문화복지센터)","연극","박효진 등","","만 11세 이상","1시간 30분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295541_260708_101009.png","PF295541"
"춘천 연극제, 일어나라 팔복아","2026.07.28","2026.07.28","봄내극장 (봄내극장)","연극","조춘호, 서주현, 한훈, 김진아, 김영규, 주하영","","만 15세 이상","1시간 30분","극단 길손","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295537_260707_145825.png","PF295537"
"춘천 연극제, 스카프","2026.07.22","2026.07.22","봄내극장 (봄내극장)","연극","전세기, 변나라, 류승주","","만 13세 이상","1시간 30분","극단 화담","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295536_260707_144957.jpg","PF295536"
"춘천연극제, 휴먼코메디 [춘천]","2026.07.24","2026.07.24","봄내극장 (봄내극장)","연극","김현민, 양주현, 이승우, 최이영, 이상민, 전박이진","","만 7세 이상","2시간","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295533_260707_143022.png","PF295533"
"제14회 서울 단편극 페스티벌, 테스트 중입니다 & 전하지 못한 진심","2026.07.21","2026.07.23","제이원 씨어터 (구. 서완소극장, 구. 씨어터고리) (제이원 씨어터 (구. 서완소극장, 구. 씨어터고리) )","연극","권재인, 김보경, 노진원, 목정윤, 온서온","임정혁, 노진우, 강지수 등","만 11세 이상","1시간 30분","(주)라인컴퍼니, 겨루 (연극)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295532_260707_143021.gif","PF295532"
"춘천연극제, 당신이 좋아","2026.07.30","2026.07.30","봄내극장 (봄내극장)","연극","이정유, 박준성, 김인하, 박준수, 이경민","","만 8세 이상","1시간 40분","극단 이루마","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295521_260707_134811.jpg","PF295521"
"손 없는 색시 [서울]","2026.08.08","2026.08.09","나루아트센터 (대공연장)","연극","김다영, 박선민, 박형채, 설재영, 김모은, 한승효, 김하영","경민선, 조현산, 류지연 등","만 7세 이상","1시간 15분","(재)광진문화재단, 예술무대산","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295519_260707_134234.gif","PF295519"
"춘천연극제, 굿모닝 시티 라이브","2026.07.20","2026.07.20","봄내극장 (봄내극장)","연극","이안재, 송아현, 황인범, 최재혁, 임병화, 조선영, 오태민 등","박선혜","만 12세 이상","1시간 40분","극단 무아(Mwa)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295518_260707_134002.jpg","PF295518"
"미스앤줄리 (Miss&Julie)","2026.07.24","2026.07.26","성균소극장 (성균소극장)","연극","김보은, 진가람, 임차희","김서윤, 임차희, 장민주 등","만 15세 이상","1시간 30분","극단 미정","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295516_260707_133536.gif","PF295516"
"붉고, 깊은 파랑: 머구리 [고성]","2026.07.25","2026.07.25","고성군문화복지센터 (대공연장)","연극","최경원, 이정진, 박정순, 임지성, 원인진, 유은지, 류진 등","최치언","만 10세 이상","1시간 40분","강원도 고성군, 창작집단 상상두목","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295509_260707_131930.gif","PF295509"
"춘천연극제, 덕질의 이해","2026.08.01","2026.08.01","봄내극장 (봄내극장)","연극","김동순","배새암, 변유정, 남궁진 등","만 7세 이상","1시간 10분","(주)극단 아리랑","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295502_260707_130041.jpg","PF295502"
"제14회 서울단편극 페스티벌, 수국 / 갑순이","2026.07.21","2026.07.23","동숭무대소극장 (동숭무대소극장)","연극","","","만 11세 이상","1시간 30분","공연집단 강철무지개, 극단 D7, 극단 동숭무대","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295495_260707_112739.gif","PF295495"
"뱅크 뱅 레슨","2026.07.22","2026.07.26","다케이씨어터 (구. 창조소극장)  (다케이씨어터 (구. 창조소극장) )","연극","김성곤, 김수현, 윤종호, 윤태하, 이은빈, 진하준, 최성호 등","안준기, 김현주, 윤대원 등","만 13세 이상","1시간 20분","B works","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295494_260707_112738.jpg","PF295494"
"바람이 머무는 곳","2026.07.15","2026.07.17","청년예술청 SAPY (그레이룸)","연극","유재하, 정현규, 윤봄, 김유빈, 임동건, 이리안","김병준, 김현민, 김환희 등","전체 관람가","1시간 15분","창직집단 사람이 자라는 나무","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295483_260707_110539.gif","PF295483"
"단피몽두전: 유외부오의 변 [보성]","2026.07.24","2026.07.25","보성군문화예술회관 (보성군문화예술회관)","연극","이재룡, 김도현, 김현경, 전근호, 주현지, 고찬유","송한울, 이단비, 조수현 등","만 13세 이상","1시간 40분","스웜프 컴퍼니, 스웜프 컴퍼니","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295471_260707_103936.gif","PF295471"
"XXL 레오타드 안나수이 손거울 [영월]","2026.08.05","2026.08.05","영월군문화예술회관 (영월군문화예술회관)","연극","류세일, 이도경, 김대운, 김경환, 박영광, 임예린","박찬규, 권오현, 김희진 등","만 7세 이상","1시간 20분","(재)영월문화관광재단, 극단 치악무대","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295468_260707_103105.gif","PF295468"
"단층선","2026.07.24","2026.08.02","여행자극장 (여행자극장)","연극","김마로, 김한봄, 박하진, 이현규, 주연경","민새롬, 정지수","만 16세 이상","2시간 10분","극단 청년단","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295450_260706_164946.png","PF295450"
"오늘부터 1일 [거창]","2026.07.18","2026.07.18","거창문화센터 (공연장)","연극","송병갑, 김혜경, 김상문, 하은희, 안정호, 김안순, 조익준 등","김상문, 진은주, 김세림 등","만 4세 이상","1시간","극단 큰들","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295438_260706_154056.jpg","PF295438"
"제36회 거창 국제 연극제, 없는 잘못 (07.29)","2026.07.29","2026.07.29","거창연극고등학교 (가온극장)","연극","서혜주, 장명훈, 문선아, 권혜빈, 정선경 등","장진웅, 이준수, 오의재 등","만 11세 이상","1시간 20분","창작집단 양산박","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295431_260706_152153.jpg","PF295431"
"해부학자","2026.08.06","2026.08.09","서울연극창작센터 (서울씨어터 101 (1F) )","연극","김양균, 한창현, 유지안, 이지윤, 양정인, 박진영, 채지성 등","이형우, 임주현, 신호정 등","만 12세 이상","1시간 30분","하이웨이브, 하이웨이브","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295429_260706_151812.gif","PF295429"
"그때도 오늘 [제주 서귀포]","2026.07.24","2026.07.25","서귀포예술의전당 (대극장)","연극","양경원, 최영준","민준호, 오인하, 남경식 등","만 13세 이상","1시간 30분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295417_260706_144907.png","PF295417"
"대화의 습도","2026.08.05","2026.08.16","씨어터 쿰 (씨어터 쿰)","연극","선욱현, 박성민, 오현근, 김서준","김성진, 오정단, 김광훈 등","만 11세 이상","1시간 40분","(주)피에이치아이피랩(PH IPLAB Inc.), 극단 몽중자각, 극단 몽중자각, 극발전소301","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF295405_260706_142139.gif","PF295405"
